"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
2806102;"Wydminy (2)";1592568,97;952989,61;1992717,90;10499495,81;4448115,35;5077643,64;6097324,33;11282385,12;17541151,51;14200687,78;
2807000;"Powiat iławski";37515662,11;49778049,29;60424318,53;102084899,95;73493513,45;81176171,13;68176805,76;85247636,16;139761776,93;118461122,02;
2807011;"Iława (1)";11144676,04;17795877,15;23230450,81;38985348,77;21377459,45;35270326,37;26110154,29;16112555,45;31604789,16;29747318,42;
2807021;"Lubawa (1)";4248812,83;6850360,81;9188151,66;15836368,75;13009653,32;15187291,58;6417028,72;11339502,37;25701300,85;15542242,82;
2807032;"Iława (2)";10648037,67;9546449,11;7611405,77;14358775,26;11474244,28;8233682,55;9931477,92;24024920,87;36741657,80;20260668,71;
2807043;"Kisielice (3)";1144708,28;1021852,57;1275861,79;3416877,38;3754398,36;3508578,23;4816031,80;4425449,93;6297618,48;9733383,53;
2807052;"Lubawa (2)";1947995,20;2651399,89;7539142,02;7632752,77;10103969,01;6174063,28;3493292,00;15085264,37;16001475,51;20350253,03;
2807063;"Susz (3)";5676119,72;7266219,49;7709819,59;13446732,10;8254572,92;8319952,88;7143462,52;7339649,41;11681095,06;13996383,75;
2807073;"Zalewo (3)";2705312,37;4645890,27;3869486,89;8408044,92;5519216,11;4482276,24;10265358,51;6920293,76;11733840,07;8830871,76;
2808000;"Powiat kętrzyński";26646904,99;21690487,63;39647700,30;67365805,28;39713020,26;24725419,45;30120107,23;30837167,04;85660458,56;101359156,86;
2808011;"Kętrzyn (1)";9126189,90;11668315,90;15250406,90;34116359,82;15435266,48;11596048,53;6264711,69;7239959,17;33856919,53;17301112,78;
2808022;"Barciany (2)";8884493,78;1943017,39;4760326,83;1751664,42;1612101,35;5059915,87;3273987,07;5771860,02;8578793,19;17245250,49;
2808032;"Kętrzyn (2)";1230314,99;3671900,69;8665810,47;9210377,01;7274105,52;2833598,89;5642901,16;6044265,72;18573114,96;15153945,00;
2808043;"Korsze (3)";4078240,72;2320274,93;3427461,75;9508320,40;1282014,65;2411998,64;7133856,18;6300892,80;1859730,92;21387328,37;
2808053;"Reszel (3)";2491540,67;1212873,44;3045682,07;10314266,83;13164000,60;1469464,62;5437795,85;3397014,84;13600220,20;15459086,93;
2808062;"Srokowo (2)";836124,93;874105,28;4498012,28;2464816,80;945531,66;1354392,90;2366855,28;2083174,49;9191679,76;14812433,29;
2809000;"Powiat lidzbarski";36826881,65;11188631,91;28137813,96;41810996,63;28407315,15;35274531,82;43581309,62;42674328,93;72813855,45;48471125,25;
2809011;"Lidzbark Warmiński (1)";28436413,92;5620338,55;17924771,01;24351578,95;14172004,17;23908667,06;19260120,57;21083418,16;32194268,46;12043524,85;
2809022;"Kiwity (2)";733399,94;624736,69;1194431,61;2663409,28;536588,06;1523162,03;1574360,74;3565362,93;8551606,41;2638346,59;
2809032;"Lidzbark Warmiński (2)";2116252,16;1972774,55;3818087,88;6542889,13;6233491,74;2420579,06;7217887,68;5587160,58;9270575,36;16551243,46;
2809042;"Lubomino (2)";2241747,70;889113,06;1497306,61;2214457,00;633265,41;5288017,97;8156901,01;5398214,16;10168953,30;5487127,30;
2809053;"Orneta (3)";3299067,93;2081669,06;3703216,85;6038662,27;6831965,77;2134105,70;7372039,62;7040173,10;12628451,92;11750883,05;
2810000;"Powiat mrągowski";17032860,60;25655605,67;25206387,63;36796012,11;45501421,49;48054220,93;37351046,13;66592847,21;66765199,81;99640010,96;
2810011;"Mrągowo (1)";4337211,51;9104225,46;11050881,84;15623900,21;7779117,09;17454918,19;15906622,25;21723286,95;23773875,40;43012801,53;
2810023;"Mikołajki (3)";5517282,61;12148765,84;5598503,01;8539157,18;25116032,94;18563375,75;9146069,53;17087247,09;14083262,47;17782976,34;
2810032;"Mrągowo (2)";5077886,78;1631191,72;2915276,10;5064856,33;5459827,85;5543631,10;8064019,58;11419712,58;15371651,17;17033011,71;
2810042;"Piecki (2)";1785416,04;2344587,69;2571214,51;5774635,34;6637504,39;4395335,88;2810804,61;13023369,17;7295295,46;10973625,79;
2810052;"Sorkwity (2)";315063,66;426834,96;3070512,17;1793463,05;508939,22;2096960,01;1423530,16;3339231,42;6241115,31;10837595,59;
2811000;"Powiat nidzicki";13396921,93;19719788,28;18413729,02;28749061,65;12353720,55;32074105,31;19400470,79;20202477,11;64691873,63;83903551,82;
2811012;"Janowiec Kościelny (2)";2452504,46;1350402,86;2302110,69;3221175,15;1008201,91;2633670,72;3869653,48;2041992,02;9514502,91;17800192,32;
2811022;"Janowo (2)";1512402,05;1337270,12;666744,09;2437858,34;413864,61;609619,86;974559,45;220426,77;6511822,03;4957537,62;
2811032;"Kozłowo (2)";757661,53;692623,11;921289,37;2296041,71;1354099,25;868548,74;2188559,25;5404643,07;15301719,44;22128168,76;
2811043;"Nidzica (3)";8674353,89;16339492,19;14523584,87;20793986,45;9577554,78;27962265,99;12367698,61;12535415,25;33363829,25;39017653,12;
2812000;"Powiat nowomiejski";37298953,15;26497576,63;35051482,30;58906941,55;47913456,84;44569426,43;46469561,53;64908127,04;91221954,37;91494266,23;
2812011;"Nowe Miasto Lubawskie (1)";6638255,91;5285316,72;5407412,99;13392625,30;4837002,12;9291318,64;13479165,92;19792913,33;9162110,93;5183937,39;
2812022;"Biskupiec (2)";1803845,55;2767817,09;9489816,94;14598134,73;8602771,79;7222128,76;5471472,46;7926043,78;31453530,74;20415424,60;
2812032;"Grodziczno (2)";4716773,21;4071416,81;3743065,16;6671873,01;8293876,23;8788737,53;1804204,96;8355379,16;10967602,28;9014769,42;
2812042;"Kurzętnik (2)";16993982,28;5907294,51;8627788,61;12101461,46;9547267,41;11239816,02;9878675,36;9623328,94;15034288,48;15411668,34;
2812052;"Bratian (2)";7146096,20;8465731,50;7783398,60;12142847,05;16632539,29;8027425,48;15836042,83;19210461,83;24604421,94;41468466,48;
2813000;"Powiat olecki";9906588,67;5441906,50;14690227,80;28593416,27;16533503,02;30063045,97;22938278,97;33729826,51;66875874,82;55838116,82;
2813032;"Kowale Oleckie (2)";477333,37;573397,44;1716627,94;2561703,24;3292190,85;5856879,37;4065482,05;1710282,79;8646612,04;11634371,46;
2813043;"Olecko (3)";7164228,99;3373165,38;8126139,72;19344564,50;7838148,13;18917830,13;14953502,58;21923287,58;37641507,41;23080769,35;
2813052;"Świętajno (2)";1501021,59;821069,04;781953,13;1084094,43;1956847,67;3522657,40;1512922,47;5866832,07;11462467,45;13666961,65;
2813062;"Wieliczki (2)";764004,72;674274,64;4065507,01;5603054,10;3446316,37;1765679,07;2406371,87;4229424,07;9125287,92;7456014,36;
2814000;"Powiat olsztyński";49668880,08;41510193,07;81393759,71;162285741,24;163103263,34;127010160,34;143105419,12;180254119,67;172025710,87;225754877,76;
2814013;"Barczewo (3)";4269963,93;4184701,30;12652980,76;15273915,80;15544668,02;17438741,52;14999325,33;15024553,02;15809733,14;14382263,34;
2814023;"Biskupiec (3)";4982003,23;6532319,79;6375978,28;27905647,49;33840932,56;9596676,53;23321885,99;13746787,11;25895570,96;14970039,53;
2814033;"Dobre Miasto (3)";1701686,32;2886151,87;9041029,36;30869952,59;4025883,18;2416299,27;2266814,14;4844595,92;12050302,08;8776138,02;
2814042;"Dywity (2)";7431118,91;5600174,89;10547888,70;17280835,94;20347192,79;11713638,48;17285395,27;31748748,30;12690613,57;33862020,18;
2814052;"Gietrzwałd (2)";3338991,20;1308547,47;4529763,25;8331535,05;9793770,09;11643390,79;11399663,01;17788139,76;20812473,32;25022126,92;
2814063;"Jeziorany (3)";2297892,63;932652,50;4161588,59;6288305,54;5915158,96;6826609,25;14243452,74;21711024,92;12183588,77;16598767,73;
2814072;"Jonkowo (2)";2911664,97;2684015,69;2368216,29;11305370,95;20269055,00;14427982,71;6623703,09;7537039,18;8237908,68;13416844,46;
2814082;"Kolno (2)";4721758,48;606522,50;2279323,27;2043001,31;1570510,92;3365343,01;1200779,96;3725239,28;4142960,86;6191308,00;
2814093;"Olsztynek (3)";6144579,38;6436535,69;5613327,94;7680509,05;8626086,84;4642374,49;9413470,76;5797111,39;4081570,55;20441102,50;
2814102;"Purda (2)";2201869,84;2777449,76;6188895,11;8414432,18;9637947,15;12826168,80;10117660,47;15542133,67;15468323,70;26868702,50;
2814112;"Stawiguda (2)";9146806,32;6176989,02;16746487,68;23587100,40;30618928,63;28594145,29;30200502,40;38370735,00;32743740,35;39572235,29;
2814122;"Świątki (2)";520544,87;1384132,59;888280,48;3305134,94;2913129,20;3518790,20;2032765,96;4418012,12;7908924,89;5653329,29;
2815000;"Powiat ostródzki";55596178,38;33110637,17;52862955,39;90831855,12;86757213,61;63718670,20;61278716,70;73132052,44;135774407,53;158921697,02;
2815011;"Ostróda (1)";5931914,43;14740145,72;12357632,02;39405550,36;40431294,28;14063507,48;15469670,52;16657158,91;28409238,81;26956624,14;
2815022;"Dąbrówno (2)";1381679,99;388241,19;2865646,20;1912801,73;1982433,10;3251958,07;2845066,14;6754568,33;9882133,58;20592306,48;
2815032;"Grunwald (2)";5707022,63;1447757,21;2790739,68;4707262,88;817334,43;3292018,36;2722854,16;5415649,31;2212497,62;6710901,18;
2815042;"Łukta (2)";449437,00;1093716,87;1627884,57;7099977,16;2810806,78;745075,52;2459366,75;3461816,18;10922316,55;14890530,30;
2815052;"Małdyty (2)";1221790,53;462682,72;3374526,17;3172363,09;1222078,68;4482765,69;4924780,44;2238463,27;15314808,84;13468751,52;
2815063;"Miłakowo (3)";506904,13;637606,23;1367741,70;3443164,35;3436246,66;4967202,02;1720846,23;4760476,40;6368510,80;10643805,90;
2815073;"Miłomłyn (3)";848089,89;1811097,05;7742013,77;802034,36;4894746,81;4352795,30;10506068,38;5804016,34;18454864,23;12056647,75;
2815083;"Morąg (3)";20459155,95;6598965,78;13707008,27;15492482,66;16212998,88;14617568,53;6227311,41;14902091,86;11910963,45;30112574,48;
2815092;"Ostróda (2)";19090183,83;5930424,40;7029763,01;14796218,53;14949273,99;13945779,23;14402752,67;13137811,84;32299073,65;23489555,27;
2816000;"Powiat piski";12757119,05;8933226,05;21803208,15;41127450,90;32965266,23;36961399,12;44968803,89;35177532,62;91519650,89;86831448,60;
2816013;"Biała Piska (3)";1849053,12;1749802,36;6907971,37;7787517,14;5513149,31;3811589,43;2773283,89;1819367,36;11018266,79;14509402,87;
2816023;"Orzysz (3)";3289216,00;1793683,12;1769090,36;12563807,45;2349323,27;2794216,38;7885150,70;6520014,40;5714637,09;30913899,45;
2816033;"Pisz (3)";5718615,53;2111656,50;5911397,52;13355418,12;17456610,97;16934939,94;23892514,85;15749600,75;44701506,84;28877036,39;
2816043;"Ruciane-Nida (3)";1900234,40;3278084,07;7214748,90;7420708,19;7646182,68;13420653,37;10417854,45;11088550,11;30085240,17;12531109,89;
2817000;"Powiat szczycieński";31172557,10;29749230,29;38620110,25;61710924,65;42828922,02;61279363,26;63380390,68;73053769,91;114659698,93;186879013,78;
2817011;"Szczytno (1)";5193096,71;7449359,16;7936847,57;12229684,03;11913555,31;23269009,68;17739992,55;11454156,56;27257220,21;10042563,44;
2817022;"Dźwierzuty (2)";712324,08;1974434,47;3262048,86;3916203,28;3511191,59;1541543,24;8412105,86;5054185,45;5585709,20;14832847,15;
2817032;"Jedwabno (2)";3037473,21;2061723,73;3543495,54;4834338,20;4208649,86;3041285,28;2754589,03;6517934,30;8984741,61;17233460,03;
2817043;"Pasym (3)";761854,02;679351,29;4129870,77;15649163,69;1659943,14;2656449,71;7449181,42;6998212,65;14773154,93;20440418,52;
2817052;"Rozogi (2)";987842,79;1580265,40;746483,04;3761890,49;2507001,25;7251075,30;2010432,48;6522501,04;6563976,86;15162319,27;
2817062;"Szczytno (2)";11844358,38;7384841,54;9496995,60;9389908,52;8576801,47;10702036,24;16403040,29;17125325,07;28520194,61;88899181,94;
2817072;"Świętajno (2)";4630133,59;4621913,97;4603555,72;6472966,07;5079439,76;5787318,67;2865627,55;11739142,76;8662812,36;7138704,78;
2817082;"Wielbark (2)";4005474,32;3997340,73;4900813,15;5456770,37;;;;;;;
2817083;"Wielbark (3)";;;;;5372339,64;7030645,14;5745421,50;7642312,08;14311889,15;13129518,65;
2818000;"Powiat gołdapski";13165902,61;3067527,51;17528945,38;27260599,66;22151208,41;23637234,63;10267536,27;12117860,08;23109240,74;33850299,78;
2818012;"Banie Mazurskie (2)";4010020,05;485350,08;1114622,64;1397377,92;1259166,31;852211,71;1861384,70;5030189,88;5051078,86;9222720,74;
2818022;"Dubeninki (2)";1705045,00;246957,23;1969759,66;1737872,25;1624768,77;3314333,18;1929597,43;2186615,25;4312963,77;12713482,96;
2818033;"Gołdap (3)";7450837,56;2335220,20;14444563,08;24125349,49;19267273,33;19470689,74;6476554,14;4901054,95;13745198,11;11914096,08;
2819000;"Powiat węgorzewski";12113066,33;3854598,14;8079758,53;11969218,78;11194512,69;16245252,89;18146704,88;28468751,21;38740053,54;59408313,16;
2819012;"Budry (2)";3624472,14;764864,12;3184034,18;285307,88;1733589,01;1095679,38;1924442,10;10937939,15;12264926,04;8793992,00;
2819022;"Pozezdrze (2)";97901,50;176568,08;813209,63;3257884,63;2572179,84;4390341,80;1364715,14;4958734,59;10312109,55;16704120,42;
2819033;"Węgorzewo (3)";8390692,69;2913165,94;4082514,72;8426026,27;6888743,84;10759231,71;14857547,64;12572077,47;16163017,95;33910200,74;
2861000;"Powiat m. Elbląg";45516546,91;37584993,42;56249884,72;47078134,68;64572361,24;30209959,48;67349132,11;53160090,43;51404193,16;67836189,45;
2861011;"Elbląg (1)";45516546,91;37584993,42;56249884,72;47078134,68;64572361,24;30209959,48;67349132,11;53160090,43;51404193,16;67836189,45;
2862000;"Powiat m. Olsztyn";531429085,76;51690411,26;137839667,71;278128165,89;168563052,12;93556055,19;154114754,35;235294514,78;713999590,29;95917336,17;
2862011;"Olsztyn (1)";531429085,76;51690411,26;137839667,71;278128165,89;168563052,12;93556055,19;154114754,35;235294514,78;713999590,29;95917336,17;
3000000;"WIELKOPOLSKIE";2113897309,71;1917944347,18;2537361713,15;3398599988,02;3067061749,25;3037245363,09;3205010020,43;3947389959,41;5228924009,36;5426617808,91;
3001000;"Powiat chodzieski";21057106,02;20323049,29;36383707,32;48402883,38;33876822,82;33978720,76;33077580,85;52281907,69;78187181,65;95176892,89;
3001011;"Chodzież (1)";2025958,67;3843506,52;16028970,89;15092679,05;4053008,91;4710252,53;10254746,56;21518356,34;21683442,20;17954922,92;
3001022;"Budzyń (2)";5711834,18;5148118,03;5025569,36;10586674,67;9615386,20;9483435,82;;;;;
3001023;"Budzyń (3)";;;;;;;7248040,32;13055070,40;19898870,19;23672436,75;
3001032;"Chodzież (2)";5300641,72;3007796,64;3993335,47;4925473,87;7454100,68;2835444,26;6495583,86;6241155,14;13199437,70;13247464,93;
3001043;"Margonin (3)";5282895,76;4629635,03;6490239,84;11638195,59;7787672,15;5615663,02;4265739,86;7395493,66;13933549,51;17653389,63;
3001053;"Szamocin (3)";2735775,69;3693993,07;4845591,76;6159860,20;4966654,88;11333925,13;4813470,25;4071832,15;9471882,05;22648678,66;
3002000;"Powiat czarnkowsko-trzcianecki";23815366,20;21767434,83;54533744,54;58710062,97;52501261,85;57441550,92;47817105,62;90466741,15;103517497,25;116063573,69;
3002011;"Czarnków (1)";5961582,57;2576554,17;3642664,59;6168537,65;6214810,04;4321482,16;2840653,72;14617372,55;15992626,03;8378343,66;
3002022;"Czarnków (2)";2315401,39;2570555,11;5591467,72;9703744,10;4894169,97;8012512,99;8947668,15;4999579,36;4293836,71;10265377,92;
3002032;"Drawsko (2)";1401516,57;958226,13;2732181,97;6472451,62;2383872,83;1782581,54;3132531,69;4938105,39;13289333,78;5140515,61;
3002043;"Krzyż Wielkopolski (3)";3036760,29;3541256,22;5672503,90;5809880,65;2594642,36;5571948,81;3533582,11;7679387,98;18123074,22;4903869,65;
3002052;"Lubasz (2)";1942121,51;1893987,87;7514980,96;13229706,00;2118734,73;2926889,46;6216179,78;6637412,76;4983264,50;13433036,53;
3002062;"Połajewo (2)";1096760,57;645922,93;3535409,81;2634261,61;4044000,26;1122806,35;4242494,35;7798580,40;11119862,10;23169945,25;
3002073;"Trzcianka (3)";5267303,21;6160890,86;18611718,95;7473916,33;18458618,10;18263094,32;8836538,82;20614759,03;21790850,47;39459117,76;
3002083;"Wieleń (3)";2793920,09;3420041,54;7232816,64;7217565,01;11792413,56;15440235,29;10067457,00;23181543,68;13924649,44;11313367,31;
3003000;"Powiat gnieźnieński";53134025,07;70917328,53;105998298,98;168732292,49;112885719,18;79783805,45;90076891,59;128930888,60;173550654,58;220368305,18;
3003011;"Gniezno (1)";12584321,73;38136239,60;45834213,32;53992592,94;57313099,23;21724656,60;41991053,39;61766934,93;67116093,75;44551077,46;
3003023;"Czerniejewo (3)";2057921,94;1837344,81;6895463,57;8218943,14;6287956,11;3835299,77;4003338,49;2562208,94;17406973,62;12772514,18;
3003032;"Gniezno (2)";9742304,43;8952411,13;13492503,84;17953590,84;13712773,41;14164832,27;12471801,94;21716726,43;16695386,52;36969982,15;
3003042;"Kiszkowo (2)";4798193,74;1812108,06;5973207,60;5910420,56;6157590,09;4780597,57;5609113,80;7526830,79;18364071,61;21209292,38;
3003053;"Kłecko (3)";1776743,91;7058939,06;11730174,48;22049721,05;8476961,52;18568379,01;5276002,69;12946254,39;13054800,55;12095664,04;
3003062;"Łubowo (2)";2819377,09;2771005,99;6813212,49;23709860,41;5250874,55;4926274,04;6446975,15;5476005,03;4600850,10;45476810,92;
3003072;"Mieleszyn (2)";493862,69;822923,28;982301,64;2852263,28;1482117,00;662807,78;1751474,30;4049594,67;4600444,09;14531588,23;
3003082;"Niechanowo (2)";2054431,09;755632,89;1152039,95;6940993,20;4037597,71;2467708,96;3953014,72;3231171,23;6209402,76;14860467,47;
3003093;"Trzemeszno (3)";9813180,27;6939692,04;7774235,75;19074131,69;5775432,75;2833846,50;2610765,36;3845699,20;8757628,99;5687796,88;
3003103;"Witkowo (3)";6993688,18;1831031,67;5350946,34;8029775,38;4391316,81;5819402,95;5963351,75;5809462,99;16745002,59;12213111,47;
3004000;"Powiat gostyński";34506511,12;33495890,43;35856800,92;42179280,50;43241904,87;44270708,03;45148149,79;81261081,68;106196091,13;107252925,19;
3004013;"Borek Wielkopolski (3)";3281023,44;1563968,04;3117775,63;2936847,98;3668207,35;2662565,41;2941603,74;6891765,35;9928982,39;3528908,77;
3004023;"Gostyń (3)";9433893,04;13845746,59;14721944,95;16920321,28;18319860,34;11165403,12;17954767,19;29760009,76;15763024,69;35667127,85;
3004033;"Krobia (3)";6803715,57;7965638,67;5687763,81;8528948,86;8106518,22;13395975,40;11053821,78;21453917,14;23396983,94;9976296,42;
3004042;"Pępowo (2)";2419532,20;2392047,03;2693879,84;2682375,42;6223445,53;9375817,86;4333034,31;5304597,13;16688206,54;20619147,63;
3004052;"Piaski (2)";2466414,54;3233250,00;5654533,02;7095499,95;2292994,81;3279308,26;2747109,20;5355780,17;20634317,61;14688012,22;
3004063;"Pogorzela (3)";2449615,07;1974995,59;1461361,67;849580,69;1525845,30;2375064,43;2282038,55;2424708,55;12659503,16;3422129,78;
3004073;"Poniec (3)";7652317,26;2520244,51;2519542,00;3165706,32;3105033,32;2016573,55;3835775,02;10070303,58;7125072,80;19351302,52;
3005000;"Powiat grodziski";18444218,82;18656696,16;37545620,15;39789259,28;23662048,09;36144140,34;26559006,97;40194468,93;66180154,01;88603493,11;
3005012;"Granowo (2)";2606854,58;1431516,78;5462078,27;7288740,16;4987993,64;5701622,71;7900518,23;6355252,89;3362934,97;16096243,71;
3005023;"Grodzisk Wielkopolski (3)";5735319,47;8343087,51;11687199,01;14643553,94;7952060,65;11977856,95;4908937,06;15835916,53;20343048,61;10973901,86;
3005032;"Kamieniec (2)";3324444,10;1943485,68;4487698,36;5029250,17;2207727,81;3285683,58;3613078,79;7131912,87;13976821,07;14980139,39;
3005043;"Rakoniewice (3)";4425316,19;6015047,23;13823193,30;9237276,72;6952315,03;8603637,52;4829993,07;7128858,50;19414249,57;30140307,04;
3005053;"Wielichowo (3)";2352284,48;923558,96;2085451,21;3590438,29;1561950,96;6575339,58;5306479,82;3742528,14;9083099,79;16412901,11;
3006000;"Powiat jarociński";20416882,46;34656540,69;44604455,25;78289296,73;42389701,18;64645937,59;82128918,43;110553038,12;91891214,29;81693371,60;
3006012;"Jaraczewo (2)";2928850,09;;;;;;;;;;
3006013;"Jaraczewo (3)";;2451458,07;2268460,60;9576049,81;3515265,94;6868760,41;10326380,79;18069016,08;18395265,70;11389283,19;
3006023;"Jarocin (3)";10811361,57;25355995,64;25792406,42;53736496,99;28253667,51;44369117,69;59288690,78;64819500,50;52050133,92;37664800,02;
3006032;"Kotlin (2)";3952592,40;3243312,21;5663518,72;5133545,03;5703066,92;7524539,81;8019124,69;5406621,58;7635616,06;11304361,25;
3006043;"Żerków (3)";2724078,40;3605774,77;10880069,51;9843204,90;4917700,81;5883519,68;4494722,17;22257899,96;13810198,61;21334927,14;
3007000;"Powiat kaliski";32114921,67;36659617,00;62819215,84;97258470,12;85216478,07;76206510,12;68812982,29;100569452,11;164237222,97;164156027,98;
3007012;"Blizanów (2)";3135818,01;5191233,59;10415581,95;13540932,41;8408888,10;7982316,12;7421446,28;13542773,64;21962276,51;10396307,12;
3007022;"Brzeziny (2)";2749805,00;1098947,33;1936869,38;3016988,98;5952134,74;10339260,92;6796660,69;6329211,57;12191329,87;9806449,32;
3007032;"Ceków-Kolonia (2)";1716895,06;3375821,14;5984100,87;7076226,07;4313465,35;2554827,72;5167792,08;6721140,10;13589298,97;19361936,90;
3007042;"Godziesze Wielkie (2)";3712438,41;4024340,33;5487049,81;11178865,48;14325664,69;10137901,33;6548847,25;12546272,06;7472835,94;16927264,48;
3007052;"Koźminek (2)";2339667,91;3362770,88;2998314,27;10364553,07;9408636,13;6380200,20;;;;;
3007053;"Koźminek (3)";;;;;;;3185289,06;9837081,82;18684289,83;9960571,18;
3007062;"Lisków (2)";2272510,93;2485023,48;4439397,86;3962682,63;5946945,57;7376586,04;3694603,69;6122438,14;15168161,26;6800739,28;
3007072;"Mycielin (2)";1394667,27;1628776,22;2219396,26;2819738,30;4565997,32;567830,49;5347992,81;5889722,19;15752808,09;22708942,20;
3007082;"Opatówek (2)";5526696,90;5460429,57;;;;;;;;;
3007083;"Opatówek (3)";;;12975580,55;18678854,97;9556531,22;6059662,82;10778415,26;16498635,56;14455790,75;18606882,15;
3007093;"Stawiszyn (3)";1123043,02;1495676,86;2195740,45;7755788,26;5845231,48;8891278,39;6204271,86;6281237,52;5068501,40;20355626,24;
3007102;"Szczytniki (2)";4077327,36;3545565,03;7825931,84;9224365,46;6729843,56;10077861,16;5639767,92;8955477,66;15306528,83;10878683,79;
3007112;"Żelazków (2)";4066051,80;4991032,57;6341252,60;9639474,49;10163139,91;5838784,93;8027895,39;7845461,85;24585401,52;18352625,32;
3008000;"Powiat kępiński";23833641,99;28564648,27;53031118,68;62013545,37;57801616,57;60148996,96;94280920,78;92052634,41;151323820,45;141590245,40;
3008012;"Baranów (2)";6360727,99;7240327,66;10065985,71;15592870,12;7293478,32;31230600,73;31202829,07;29494881,43;40968704,72;27821150,60;
3008022;"Bralin (2)";968889,46;1991015,64;4021174,45;6858063,14;3915855,04;2381872,38;8229857,02;13651519,44;11301233,93;9815396,86;
3008033;"Kępno (3)";10988055,46;11300655,06;22595702,68;22028611,38;16970886,06;13126322,24;17681601,02;21300049,82;45023572,95;30786692,71;
3008042;"Łęka Opatowska (2)";1490506,31;2957286,10;3723854,29;5092284,13;16036744,99;3663825,16;18757265,34;4943149,35;18522152,42;18895719,02;
3008052;"Perzów (2)";751295,17;2941421,83;6113985,79;4565333,92;3517344,97;2748602,62;11087208,89;10341921,39;12782185,65;20003531,99;
3008062;"Rychtal (2)";613088,98;721438,72;3066880,90;734149,81;1828191,33;1541200,58;4848798,96;6358189,33;7115789,87;;
3008063;"Rychtal (3)";;;;;;;;;;23523938,77;
3008072;"Trzcinica (2)";2661078,62;1412503,26;3443534,86;7142232,87;8239115,86;5456573,25;2473360,48;5962923,65;15610180,91;10743815,45;
3009000;"Powiat kolski";27568994,67;27228061,49;39860318,39;78013456,14;55510405,37;39188999,87;56474097,91;99357458,21;122651961,94;161515895,08;
3009011;"Koło (1)";3752154,77;3709068,13;7905933,03;20178629,81;14107916,06;3620873,62;16061143,38;15050535,47;11344275,00;14357263,27;
3009022;"Babiak (2)";3157353,96;3953237,53;2948090,06;4859462,76;3359121,94;5970248,08;3655634,56;5501754,62;5143670,69;21267328,43;
3009032;"Chodów (2)";3262984,53;3153920,66;3284952,65;3300489,19;1253423,43;853057,26;2223055,56;2119007,04;6742711,82;7884247,17;
3009043;"Dąbie (3)";683541,20;2153003,74;2071189,96;6521719,37;9065166,34;3459705,30;3089088,68;9466930,95;24916909,35;16105592,31;
3009052;"Grzegorzew (2)";1219721,68;983488,34;4024094,63;9598864,19;2783755,67;2044205,76;3141624,86;7970245,60;9479500,89;14109766,85;
3009063;"Kłodawa (3)";2629381,62;4169669,09;3222057,01;6254662,17;2644691,81;4643319,45;10081004,21;11155823,49;20313519,24;27711615,81;
3009072;"Koło (2)";2957961,97;1913123,12;1883746,01;5890078,47;3934111,36;4174663,76;5993520,56;12859232,91;10277756,76;18688453,77;
3009082;"Kościelec (2)";1437725,88;1412778,57;3927097,96;9433346,49;7635378,90;4308933,47;2964591,77;7964813,00;9925498,86;6895532,62;
3009092;"Olszówka (2)";1828224,33;1572010,01;3072060,09;3870496,25;4927187,44;2634878,17;2769966,81;13285988,32;8630257,68;6886886,61;
3009102;"Osiek Mały (2)";4965006,92;1033773,43;3113479,78;5687365,58;2427945,78;5901132,30;3061040,07;4959121,83;11374787,14;10411425,46;
3009113;"Przedecz (3)";1674937,81;3173988,87;4407617,21;2418341,86;3371706,64;1577982,70;3433427,45;9024004,98;4503074,51;17197782,78;
3010000;"Powiat koniński";58393154,81;46411224,64;66906183,39;121851384,10;84698218,76;93086199,04;78846347,55;158796375,46;237657986,11;268128133,68;
3010013;"Golina (3)";1295305,47;4539217,02;7446547,31;8901691,88;5911804,70;11624548,18;7371381,21;8351202,55;9463406,03;22383841,11;
3010022;"Grodziec (2)";4618460,96;925638,06;3313370,41;5737585,97;5149833,08;6682644,53;3360960,90;8488197,77;16052666,87;19316955,99;
3010032;"Kazimierz Biskupi (2)";4101495,07;4091561,87;6201066,47;8720115,94;7314976,36;9859234,21;7750637,20;22172066,82;32884710,82;29910502,69;
3010043;"Kleczew (3)";11401652,90;10078067,51;6765195,93;15499939,28;16007775,92;13186142,61;7855603,30;13178314,88;14312371,48;9977911,61;
3010052;"Kramsk (2)";3055342,65;2499323,29;3384722,88;5694303,16;3507212,98;4049069,55;3384431,60;11503669,46;23326843,67;19970476,52;
