"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
3007032;"Ceków-Kolonia (2)";7886872,49;8313591,60;9564065,74;10974122,50;14066365,40;14433138,36;15026180,53;18501786,82;17790159,63;22630056,43;
3007042;"Godziesze Wielkie (2)";10009531,58;10668885,55;11763698,47;14793188,79;17891510,78;19122968,99;17495378,07;27280370,59;22870202,97;28068515,95;
3007052;"Koźminek (2)";6603471,91;8584643,82;8710468,80;8609837,90;12233109,37;11784601,12;;;;;
3007053;"Koźminek (3)";;;;;;;12872954,50;18192209,53;13901499,93;18618091,80;
3007062;"Lisków (2)";6402708,27;6272093,93;6481729,54;8324211,48;13011237,33;9039806,62;9927325,63;12782572,76;12755169,66;11632425,48;
3007072;"Mycielin (2)";4309013,08;4564559,93;5130286,05;5168442,02;6049576,12;6477051,17;8740941,41;10422620,62;10417398,18;8919971,16;
3007082;"Opatówek (2)";17327788,17;18184878,89;;;;;;;;;
3007083;"Opatówek (3)";;;18666712,20;21464319,39;26876091,60;30935048,42;34788061,33;34487926,44;34343696,73;45944155,20;
3007093;"Stawiszyn (3)";7969610,89;8686036,96;9407452,20;10729673,70;11423039,72;14517364,64;13409289,06;17950347,88;16374847,12;20689353,17;
3007102;"Szczytniki (2)";6563687,38;7354668,41;7923480,98;8644322,17;9817729,68;14002815,67;11576186,07;14308313,40;14115051,80;16812770,49;
3007112;"Żelazków (2)";14259819,54;15326858,81;17822142,74;21306234,24;24779862,01;33532601,07;31835146,20;40708285,30;41191935,70;42756889,73;
3008000;"Powiat kępiński";106821570,13;117855463,31;131642083,03;148259719,10;173659977,89;203424843,19;229102239,92;249193240,72;247345255,58;293978552,47;
3008012;"Baranów (2)";18688490,79;20176653,79;23917326,24;30704759,52;35143845,54;42542476,71;49105179,60;51765730,74;51178995,51;67840694,82;
3008022;"Bralin (2)";9515240,05;10388241,92;11415659,55;11811059,98;13134812,01;15822532,63;17399212,61;22143506,31;21315133,78;25747567,88;
3008033;"Kępno (3)";49319597,07;52966611,14;56995670,58;61607738,32;75775056,38;78538585,06;94069192,68;97597586,98;106543401,37;114534468,96;
3008042;"Łęka Opatowska (2)";10301732,37;11876287,17;14726668,61;17392982,58;18678681,60;24230760,63;27370863,34;26877047,42;25755270,88;29457660,94;
3008052;"Perzów (2)";8196432,09;11624287,57;12577633,94;14032518,97;16391483,74;20300616,76;20692283,30;22458108,81;20875639,13;29218935,02;
3008062;"Rychtal (2)";4533165,51;4639236,40;5341600,80;5074855,51;6117061,41;8822781,02;7895394,95;12724449,17;8865022,94;;
3008063;"Rychtal (3)";;;;;;;;;;11786927,64;
3008072;"Trzcinica (2)";6266912,25;6184145,32;6667523,31;7635804,22;8419037,21;13167090,38;12570113,44;15626811,29;12811791,97;15392297,21;
3009000;"Powiat kolski";123541356,87;127692578,15;139073860,80;158852359,20;167664178,35;178911069,95;180383591,43;225312130,35;209422705,06;243286949,85;
3009011;"Koło (1)";46152819,17;47786067,27;52113950,16;66819606,11;66691169,75;59972135,06;63372239,78;66271591,84;73148597,22;84566288,10;
3009022;"Babiak (2)";8738310,27;8596601,79;9469923,20;9666404,19;10429310,40;12136864,01;12139483,16;15853203,13;14916012,04;19547951,61;
3009032;"Chodów (2)";3047365,60;3187576,88;3223941,51;3330136,73;3368994,62;4300803,36;4697158,16;7483536,23;5169830,64;5610759,58;
3009043;"Dąbie (3)";5712169,35;6172077,94;6648692,18;7185485,31;7300128,15;9277145,16;8673335,50;13407395,92;13304470,57;12466534,76;
3009052;"Grzegorzew (2)";4895714,31;5311717,57;5880128,05;6274474,82;7089406,77;8779989,24;8682883,11;12025728,82;10393214,47;11355216,03;
3009063;"Kłodawa (3)";17788889,29;18063799,91;19138794,01;19751698,08;23440190,67;25030611,77;24712948,41;29920751,15;27240571,84;30628461,05;
3009072;"Koło (2)";9484703,07;10937990,48;11486572,87;12844089,45;13716295,63;18164255,69;16626164,34;21524907,36;18277656,90;24008888,55;
3009082;"Kościelec (2)";7083843,19;7798386,94;8390675,80;9039271,41;9926972,39;11472987,18;12051335,30;15812992,24;13762842,66;16703214,89;
3009092;"Olszówka (2)";4834567,33;3745852,62;4605940,71;5185966,88;5509580,77;6832051,70;7009568,98;10383349,63;7975880,55;9208666,16;
3009102;"Osiek Mały (2)";11184155,85;12559064,25;14559111,62;14673648,01;15561311,15;17635829,01;17175548,81;21742413,61;19143164,55;21576423,17;
3009113;"Przedecz (3)";4618819,44;3533442,50;3556130,69;4081578,21;4630818,05;5308397,77;5242925,88;10886260,42;6090463,62;7614545,95;
3010000;"Powiat koniński";208734019,08;215972476,48;225549690,92;253528575,68;256588505,71;298022902,46;308075836,64;352212035,44;345280887,96;410501709,32;
3010013;"Golina (3)";13061324,27;14241343,81;17169611,62;16788058,36;18251972,66;24026328,90;22490738,88;26473086,78;26007635,27;32795186,43;
3010022;"Grodziec (2)";4309643,13;5020594,72;4792069,39;6159295,79;5801856,69;7174890,64;6725798,09;10550078,92;8118650,30;9396912,85;
3010032;"Kazimierz Biskupi (2)";26638208,52;25774707,99;25068280,72;26276464,66;30328547,96;34245641,33;34545831,28;38687990,31;43665426,32;47845580,09;
3010043;"Kleczew (3)";38077330,09;39932137,18;42606491,90;40755874,32;41302364,50;50815721,40;48739378,81;44498143,13;47691785,11;61065274,54;
3010052;"Kramsk (2)";10841297,45;11181925,75;12161352,24;12793491,24;14812796,91;15133204,96;17662585,95;22731359,76;21812580,55;22926940,49;
3010062;"Krzymów (2)";7738749,01;8504275,72;9066802,33;9946136,69;11297287,20;12642812,72;15761664,06;19729992,85;17259906,01;21154742,33;
3010073;"Rychwał (3)";6931477,90;8345245,37;9438682,25;9958523,84;10370492,13;12597333,51;12085307,88;18669310,84;16164765,65;19984619,09;
3010082;"Rzgów (2)";5976711,25;6515640,24;6123897,39;8453567,78;9486529,83;9554355,57;11248997,36;16027924,02;10629945,85;13476930,15;
3010092;"Skulsk (2)";4677815,76;4881090,21;4996236,65;5835775,72;6369469,52;7105138,19;9816717,04;10948609,70;10176484,49;10847900,66;
3010103;"Sompolno (3)";15894772,96;14626464,15;15797615,17;17446881,28;16700883,12;19002733,27;22477441,82;25294625,68;22246857,95;28393582,57;
3010112;"Stare Miasto (2)";22129028,38;24279725,87;26695360,94;29511943,20;31186167,06;35128573,50;40868193,23;40608476,17;44027427,85;54796728,89;
3010123;"Ślesin (3)";27366143,12;29411224,81;28544071,91;28547500,66;31375356,08;36565929,08;35842404,09;41037065,55;45394021,65;50416733,01;
3010132;"Wierzbinek (2)";13885592,33;12274384,53;12906758,66;29696715,35;18037137,50;21557646,00;17872330,43;21793934,50;19173262,95;22188154,72;
3010142;"Wilczyn (2)";11205924,91;10983716,13;10182459,75;11358346,79;11267644,55;12472593,39;11938447,72;15161437,23;12912138,01;15212423,50;
3011000;"Powiat kościański";128721175,44;136252034,73;148510501,43;170408425,65;190717353,05;207347022,28;203740656,17;225957424,00;222951358,63;269750618,47;
3011011;"Kościan (1)";43527533,62;44984810,03;47319542,88;51225663,72;57182640,29;61944055,36;62095333,33;66967292,38;65683831,78;82879289,94;
3011023;"Czempiń (3)";16191487,31;16282708,71;17616940,12;22922324,39;22680221,71;24563551,46;27366376,13;30560608,43;27940381,81;35944590,88;
3011032;"Kościan (2)";31515987,93;36107069,95;38886742,90;42798628,59;50744873,28;59539004,64;53204337,78;57524013,87;57415681,12;71516102,43;
3011043;"Krzywiń (3)";10340722,69;10673099,98;11900735,85;15779245,28;19921163,28;20833415,65;20697510,24;25055054,48;23140322,70;25358914,83;
3011053;"Śmigiel (3)";27145443,89;28204346,06;32786539,68;37682563,67;40188454,49;40466995,17;40377098,69;45850454,84;48771141,22;54051720,39;
3012000;"Powiat krotoszyński";127067825,65;126121957,24;135186783,05;142250757,96;158961516,14;162569029,45;190810727,94;208739727,07;193488230,91;239131897,24;
3012011;"Sulmierzyce (1)";4088118,25;4694542,85;4790060,56;5132588,52;5426529,81;5670122,17;6122337,05;8824644,90;7140508,23;11267267,37;
3012023;"Kobylin (3)";11633090,96;9939142,94;9962365,40;12101333,66;12935265,88;13423693,36;17109852,18;18882441,99;15613169,61;18842767,08;
3012033;"Koźmin Wielkopolski (3)";21687251,63;25005112,32;24771366,23;24310292,92;26059402,10;30130045,84;31918417,86;41025207,22;38855099,50;50119882,24;
3012043;"Krotoszyn (3)";74637300,85;70552852,20;78165944,07;81900992,15;92990787,82;88273862,64;109714049,68;106032953,38;103043869,76;126316321,06;
3012052;"Rozdrażew (2)";5749666,61;6078563,64;6562824,37;7425335,60;7500965,67;8530764,79;9849292,69;13829690,95;10584453,95;13134478,53;
3012063;"Zduny (3)";9272397,35;9851743,29;10934222,42;11380215,11;14048564,86;16540540,65;16096778,48;20144788,63;18251129,86;19451180,96;
3013000;"Powiat leszczyński";87991852,05;93238020,42;101808438,94;111909360,72;126902475,72;145751308,37;148807499,57;172481220,77;168136693,94;215727042,63;
3013012;"Krzemieniewo (2)";7820791,76;10851559,55;11118391,41;13486484,88;11868520,60;15242593,17;13434709,96;16922229,51;16364933,79;22616661,45;
3013022;"Lipno (2)";15049313,54;14941778,90;14985956,56;16145277,29;19371781,19;22388467,45;25125159,49;28044523,56;27565329,74;38345373,68;
3013033;"Osieczna (3)";15823742,73;16601358,61;20841537,25;18968363,85;21186350,00;22690593,28;24226339,46;29336266,94;28509656,36;33275563,22;
3013043;"Rydzyna (3)";13949268,70;15996411,04;17429213,10;18624180,84;23101864,11;30871476,96;24922740,17;28582988,65;26957871,84;36024248,75;
3013052;"Święciechowa (2)";14499444,11;16153553,12;16599649,74;17650080,64;22426572,11;21423729,75;22064043,56;26696565,98;27910223,20;30902452,69;
3013062;"Wijewo (2)";7219621,09;3885406,52;4436787,90;7804293,91;6497711,64;7533080,35;9211733,38;12191991,47;8560382,45;10274037,93;
3013072;"Włoszakowice (2)";13629670,12;14807952,68;16396902,98;19230679,31;22449676,07;25601367,41;29822773,55;30706654,66;32268296,56;44288704,91;
3014000;"Powiat międzychodzki";68823739,79;73805011,87;94117088,17;95436086,80;99848820,95;105172477,14;114739221,09;131724115,19;134768293,28;142644568,66;
3014012;"Chrzypsko Wielkie (2)";4101677,20;5478116,21;5580711,19;6436098,78;6273478,96;9515471,69;7768379,93;12014599,74;9285736,68;11021129,27;
3014022;"Kwilcz (2)";12368621,72;9661930,04;10891518,82;10768561,92;12228678,90;13181325,60;13974491,56;18898257,65;17134748,09;18465040,55;
3014033;"Międzychód (3)";38215050,53;42705123,83;48739548,89;53774918,99;54192407,79;59269889,01;67238235,18;71356820,72;82623353,33;82521265,05;
3014043;"Sieraków (3)";14138390,34;15959841,79;28905309,27;24456507,11;27154255,30;23205790,84;25758114,42;29454437,08;25724455,18;30637133,79;
3015000;"Powiat nowotomyski";131423547,34;142434663,70;156187332,33;172573907,96;190121124,42;205878680,76;223858389,63;250246498,91;239139996,51;288279147,79;
3015012;"Kuślin (2)";6804692,71;7727729,03;7582864,56;8648820,16;10614134,03;13382852,92;14532298,31;17250647,93;14571463,43;17357982,91;
3015023;"Lwówek (3)";13980613,94;13923815,73;15221203,81;16378289,46;19756327,02;22349114,77;21955960,54;26828020,67;23754192,70;27002185,17;
3015032;"Miedzichowo (2)";6871445,88;6732438,51;7181778,08;7960312,24;10006895,33;11809812,25;14371859,28;18328847,72;17765826,22;19445261,70;
3015043;"Nowy Tomyśl (3)";57008194,20;62827485,68;68942476,62;80322827,23;84004961,32;86767160,52;98871937,33;104555240,79;104671163,92;128776078,60;
3015053;"Opalenica (3)";27741737,22;30622160,32;33440820,65;34344726,69;36726124,49;39866374,60;42643786,21;49088474,54;44820008,02;51723369,93;
3015063;"Zbąszyń (3)";19016863,39;20601034,43;23818188,61;24918932,18;29012682,23;31703365,70;31482547,96;34195267,26;33557342,22;43974269,48;
3016000;"Powiat obornicki";93526153,15;98530199,26;107155717,82;114223839,35;126234502,33;131374762,43;151936970,73;175994649,49;172198201,41;216386682,48;
3016013;"Oborniki (3)";59757075,36;62970864,01;66233595,95;72272847,99;80062475,02;82074956,96;95116909,82;109427305,77;111423658,77;144253410,80;
3016023;"Rogoźno (3)";25744359,92;27437760,13;31062371,46;31517570,54;35360896,74;37896674,57;43685122,41;47839132,45;45201842,27;54731967,11;
3016032;"Ryczywół (2)";8024717,87;8121575,12;9859750,41;10433420,82;10811130,57;11403130,90;13134938,50;18728211,27;15572700,37;17401304,57;
3017000;"Powiat ostrowski";270741312,47;288666641,19;304995642,14;332023815,57;378589492,34;414845328,85;447812045,89;479539413,33;474178054,99;560989192,84;
3017011;"Ostrów Wielkopolski (1)";138235328,34;146045637,81;156300108,42;166709403,99;186816929,50;201087268,52;210469587,86;228939574,88;208198459,81;251320359,44;
3017023;"Nowe Skalmierzyce (3)";32864546,87;39075443,21;38336866,35;44771078,43;50100396,57;51414069,05;62138505,60;56763626,82;64601106,59;77727664,44;
3017033;"Odolanów (3)";27388205,11;26244065,27;29594995,75;30162425,27;38202502,45;40153032,32;44075197,56;47641327,77;53384089,45;67825685,92;
3017042;"Ostrów Wielkopolski (2)";25668179,41;27047201,58;28613806,45;31495685,28;36069831,72;44246971,82;43772713,45;47612886,53;49103352,78;58089963,10;
3017052;"Przygodzice (2)";15020230,39;15902579,03;17508180,08;19847231,10;23301867,05;24505468,03;29292877,51;28247069,41;28935281,82;34595176,48;
3017063;"Raszków (3)";14851402,57;16738589,42;16141306,91;19697192,13;20404602,67;24155634,74;29739163,33;30994023,89;38430800,68;35438574,91;
3017072;"Sieroszewice (2)";9646798,71;10005896,40;10067856,53;10639303,97;13225409,67;17228637,54;16308039,24;21651206,82;17394610,36;19678593,12;
3017082;"Sośnie (2)";7066621,07;7607228,47;8432521,65;8701495,40;10467952,71;12054246,83;12015961,34;17689697,21;14130353,50;16313175,43;
3018000;"Powiat ostrzeszowski";78107500,20;85274202,18;92360035,38;101287480,34;127207086,67;150828276,27;148228587,73;182974904,25;170019109,72;206216828,98;
3018012;"Czajków (2)";3269223,21;3106375,61;3694098,17;4456303,50;4929384,06;9234109,96;6306177,58;11201617,64;10032080,31;15389641,04;
3018022;"Doruchów (2)";5435456,10;5421977,77;5778464,33;6745052,62;7302469,01;10676075,18;9063666,45;15812190,04;12021398,53;12757257,87;
3018033;"Grabów nad Prosną (3)";8217162,44;9763783,12;11173657,35;10856278,58;13809848,84;15399281,28;17194191,29;20801888,81;19010208,61;23496526,43;
3018042;"Kobyla Góra (2)";7608672,94;7801776,71;8712846,35;9614596,96;16065476,44;22223761,07;15711440,29;23007414,34;17690578,58;20180428,88;
3018052;"Kraszewice (2)";4985143,85;5361129,81;6184823,73;6728999,63;9651904,34;11495627,83;11205310,62;14082251,98;15829155,77;24010327,07;
3018063;"Mikstat (3)";8000644,90;9595457,11;10279956,04;12392529,03;15983821,19;19592462,72;15891881,43;19137544,42;17517835,38;21250690,20;
3018073;"Ostrzeszów (3)";40591196,76;44223702,05;46536189,41;50493720,02;59464182,79;62206958,23;72855920,07;78931997,02;77917852,54;89131957,49;
3019000;"Powiat pilski";249247996,16;256097733,84;257944885,96;289602471,67;302042018,09;318263366,91;364125024,18;388414361,69;401663423,51;467189492,13;
3019011;"Piła (1)";168444454,57;173460870,17;169949869,66;190203512,25;190157855,69;195948602,26;230380189,82;225217030,23;252094373,85;273563328,98;
3019022;"Białośliwie (2)";5918458,85;5911917,44;6854761,34;7287106,52;9390409,52;8097830,22;10821513,38;12699404,47;9399842,56;12401556,86;
3019032;"Kaczory (2)";14017969,43;14241115,65;15323422,09;17342354,78;17812210,65;19160378,90;21436635,07;;;;
3019033;"Kaczory (3)";;;;;;;;23216674,88;21119378,25;25876862,16;
3019043;"Łobżenica (3)";9971821,19;9285334,92;9594971,88;11587021,03;11452074,91;16263097,65;12867166,76;18718553,96;14085925,65;21488892,53;
3019052;"Miasteczko Krajeńskie (2)";4168444,12;4566017,00;4463638,64;4945911,21;5754196,65;7938870,93;7608822,11;9676848,44;;;
3019053;"Miasteczko Krajeńskie (3)";;;;;;;;;8619070,98;12106884,40;
3019062;"Szydłowo (2)";15794460,86;16128427,54;17927341,45;20522218,17;23831335,90;27136460,21;27554082,14;33963416,67;34697932,95;45781002,17;
3019073;"Ujście (3)";10607691,75;11494801,00;12139827,58;13616065,72;15559209,57;14025621,64;16614355,29;20619379,15;18545731,52;22951447,29;
3019083;"Wyrzysk (3)";13530836,11;14231620,31;14581526,15;16396887,21;20159966,74;21375783,76;27916353,58;31290361,82;29819455,35;36688838,96;
3019093;"Wysoka (3)";6793859,28;6777629,81;7109527,17;7701394,78;7924758,46;8316721,34;8925906,03;13012692,07;13281712,40;16330678,78;
3020000;"Powiat pleszewski";82037498,14;88389023,41;97342622,05;105660895,48;133927697,70;139084261,73;138861683,98;176516334,84;161508096,06;194112875,32;
3020013;"Chocz (3)";3628871,24;3771903,82;4327621,26;4566831,26;7849026,23;10559026,50;6179704,91;9642646,52;7456120,12;7339981,77;
3020022;"Czermin (2)";3912002,73;4373779,86;4745651,85;5463202,37;8106750,04;6679875,93;7190430,75;10940863,38;9328681,89;10326337,20;
3020033;"Dobrzyca (3)";10609072,89;10004625,97;11970230,53;14470730,05;14835597,99;15446885,10;16143416,02;20326561,72;21972352,69;25205268,06;
3020042;"Gizałki (2)";3546116,43;4759134,24;8064990,90;5802065,31;6564536,65;7381400,52;8400257,76;13841598,68;9061949,38;9480378,44;
3020052;"Gołuchów (2)";15422386,51;16093577,46;18237978,93;19211015,75;21221008,04;26178621,66;28009240,17;32485124,75;31607120,01;36958427,21;
3020063;"Pleszew (3)";44919048,34;49386002,06;49996148,58;56147050,74;75350778,75;72838452,02;72938634,37;89279539,79;82081871,97;104802482,64;
3021000;"Powiat poznański";960723096,05;1037419883,63;1122200212,21;1246148830,89;1377584492,11;1520599613,37;1681236370,09;1837172683,10;1941056858,78;2464295501,17;
3021011;"Luboń (1)";56108280,15;62286309,24;67048330,30;74599407,11;88005230,86;93060607,37;96190255,85;105761429,41;103714695,03;124472553,15;
3021021;"Puszczykowo (1)";23461557,36;25572342,46;31252451,25;33843999,05;36355356,71;38044453,26;40388457,46;43234423,66;36524580,24;46204059,21;
3021033;"Buk (3)";27832939,54;28170880,93;30540626,13;32003164,28;33237347,04;36974389,41;40172506,42;41638340,28;41337346,09;61476927,59;
3021042;"Czerwonak (2)";65173592,08;68152049,70;70468728,59;76783280,96;85000485,73;93659646,80;99543542,74;112173345,35;117006381,29;145903694,35;
3021052;"Dopiewo (2)";54657626,47;63589919,77;69189225,80;79849640,38;90036531,66;104728513,55;112747667,84;119162285,51;121344669,76;169390401,32;
3021062;"Kleszczewo (2)";14481617,20;19062308,88;16219110,46;19947154,74;22142315,20;28859797,45;27776369,49;38072304,42;46880155,98;48446819,60;
3021072;"Komorniki (2)";72076617,34;80954984,63;86184111,47;101411877,26;113408998,58;125900338,24;150165549,52;148122635,58;146806864,04;204248173,42;
3021083;"Kostrzyn (3)";27105951,65;32584011,91;33628482,02;41115039,38;41879329,23;58401662,16;64943780,82;70911440,47;61929187,83;113653643,31;
3021093;"Kórnik (3)";88346629,98;96210273,20;101776956,60;115736386,46;132245236,04;133979317,48;160891984,27;187144247,30;199130560,59;258068656,63;
3021103;"Mosina (3)";55544192,70;62638348,92;69574685,21;78626684,69;87747994,47;92938270,39;110464649,24;107498668,67;107640672,10;134790476,85;
3021113;"Murowana Goślina (3)";31808251,85;34472537,34;36256069,76;39330509,39;43183790,26;43521546,92;45953005,46;55605800,51;61930923,88;70093892,42;
3021123;"Pobiedziska (3)";37308116,62;43060046,75;48854376,17;52031069,17;53749209,75;61768806,16;74497863,52;85105343,26;93469550,47;96873265,91;
3021132;"Rokietnica (2)";29523128,73;32920277,81;36607963,93;42711939,91;51615086,31;58082137,57;62568860,35;69343914,13;65818690,88;89673088,92;
3021143;"Stęszew (3)";28616534,25;34063550,15;33921731,11;35998061,41;38314153,11;40413062,99;47042092,75;50612113,09;81284801,80;78629220,07;
3021152;"Suchy Las (2)";90903264,19;89282098,86;99220550,60;105260685,12;110643857,10;133057263,16;132918520,80;138019874,76;140175561,27;179101776,47;
3021163;"Swarzędz (3)";122203973,74;131402271,83;141526259,65;158236707,01;177744720,39;188000673,72;206672121,16;242470670,32;262265257,50;323262386,64;
3021172;"Tarnowo Podgórne (2)";135570822,20;132997671,25;149930553,16;158663224,57;172274849,67;189209126,74;208299142,40;222295846,38;253796960,03;320006465,31;
3022000;"Powiat rawicki";82512794,83;86031647,73;95072923,26;103964278,99;116478711,16;132356872,09;145981862,22;151522435,29;151305547,74;177082988,50;
3022013;"Bojanowo (3)";10707456,26;10401954,15;11428103,88;12162733,80;12694847,14;13108353,53;18061961,20;17324266,22;14836540,36;19697131,79;
3022023;"Jutrosin (3)";8436930,13;8484338,59;9409140,78;10044314,71;11452107,60;11913112,19;12586237,19;18355931,18;13757115,63;17197954,82;
3022033;"Miejska Górka (3)";13066566,02;11139820,06;12691746,47;15340686,17;15602567,37;15786167,41;24303568,12;20625833,18;23199013,63;23640337,21;
3022042;"Pakosław (2)";5046372,60;5869267,91;6131207,90;6965989,72;7913880,66;10996338,24;8362194,12;11724824,30;10092223,66;12102495,64;
3022053;"Rawicz (3)";45255469,82;50136267,02;55412724,23;59450554,59;68815308,39;80552900,72;82667901,59;83491580,41;89420654,46;104445069,04;
3023000;"Powiat słupecki";84353605,68;86598393,91;92876167,83;103315769,69;116277169,77;138190090,06;143203840,37;180372278,64;171629862,88;194718275,30;
3023011;"Słupca (1)";24409565,89;25209444,62;27032791,44;27945949,58;31232103,51;35394501,13;33961470,12;40438902,06;35851393,19;49287076,39;
3023022;"Lądek (2)";5264575,69;6167649,80;6879700,15;7137350,47;7639059,28;9389991,35;8637622,11;12184494,75;10946834,28;11250890,84;
3023032;"Orchowo (2)";5047033,13;4694496,04;4703552,41;5171527,79;6028518,62;7362689,01;6590520,25;10319272,30;7925091,40;8390197,35;
3023042;"Ostrowite (2)";4971338,77;5071754,36;5403715,56;6651598,26;7148197,06;11916096,23;15778374,39;13797942,76;17790848,39;22181154,88;
3023052;"Powidz (2)";10540830,09;9007740,33;9608086,67;11179587,15;12658393,19;17881230,18;19936648,77;21761616,67;28154009,49;19339642,03;
3023062;"Słupca (2)";10282596,01;10701980,84;11951372,08;15106515,42;16739788,82;19159027,68;18408307,40;25222161,94;23436454,94;26763709,60;
3023072;"Strzałkowo (2)";16092688,58;16596180,58;16745961,15;18770173,57;22886988,82;23325360,13;25933722,59;32508694,36;27423469,49;35303513,03;
3023083;"Zagórów (3)";7744977,52;9149147,34;10550988,37;11353067,45;11944120,47;13761194,35;13957174,74;24139193,80;20101761,70;22202091,18;
3024000;"Powiat szamotulski";180679893,44;183797114,68;203820315,04;211752148,03;227477802,07;239966145,33;259731034,68;293565833,83;281302337,39;344933549,21;
3024011;"Obrzycko (1)";3924365,31;3925118,53;4665921,82;5146760,07;6234463,64;6191140,21;6223913,58;9695454,68;7718323,05;7713308,94;
3024022;"Duszniki (2)";13564522,54;13832423,31;15624067,64;16788144,06;16418935,57;18207630,79;20452623,71;25674389,20;22938709,05;27881569,49;
3024032;"Kaźmierz (2)";12901379,66;15858265,32;16518215,74;16214103,63;17414289,88;18435676,98;21517596,58;27851478,67;23437201,97;31575999,15;
3024042;"Obrzycko (2)";7221424,38;7196031,42;8079298,79;9270078,45;9582568,49;10497609,01;10210623,65;14387127,79;12543070,34;13744875,00;
3024053;"Ostroróg (3)";6979681,83;6398478,31;6847810,45;7577787,97;8214800,60;9164678,94;9373158,89;12671908,81;12250931,77;11523920,96;
3024063;"Pniewy (3)";30739774,67;31936711,05;32732461,26;35661245,97;39376582,36;40627580,73;39007752,73;44959570,77;45309528,06;55815170,41;
3024073;"Szamotuły (3)";62018397,49;61731417,65;67602257,26;69650687,19;76347247,78;81415998,71;90842636,12;91239532,67;91361347,00;115660173,59;
3024083;"Wronki (3)";43330347,56;42918669,09;51750282,08;51443340,69;53888913,75;55425829,96;62102729,42;67086371,24;65743226,15;81018531,67;
3025000;"Powiat średzki";116407837,95;121465481,68;119552777,22;134048478,68;147496007,61;172334436,91;173720337,46;195149723,64;197993934,22;247475482,94;
3025012;"Dominowo (2)";4454730,78;4821858,23;4819305,45;5328404,25;5607889,09;8004220,76;7498049,59;10763168,97;9895917,31;12674560,44;
3025022;"Krzykosy (2)";8342037,82;9433952,34;9543718,80;10694827,42;12765706,46;24637211,70;18281415,63;21046819,99;20692184,68;25125078,83;
3025032;"Nowe Miasto nad Wartą (2)";13325222,50;13735296,54;13924525,98;15494961,57;17094431,68;23872556,55;20253189,78;24659772,89;22990752,12;26690928,37;
3025043;"Środa Wielkopolska (3)";79480375,37;82030819,86;78281985,00;89150918,09;96682623,74;100372929,40;109281444,23;117897598,40;124911532,27;158700890,03;
3025052;"Zaniemyśl (2)";10805471,48;11443554,71;12983241,99;13379367,35;15345356,64;15447518,50;18406238,23;20782363,39;19503547,84;24284025,27;
3026000;"Powiat śremski";97182097,75;100098123,49;107945765,68;118451346,59;129405114,90;140046543,04;159284574,61;166860954,90;170080498,92;183823059,92;
3026012;"Brodnica (2)";7033025,50;6478072,45;6493153,54;6937222,20;7975539,14;9054399,11;11724467,70;12628148,92;10122326,19;12729419,30;
3026023;"Dolsk (3)";9074064,15;7881513,34;8404097,25;8804560,89;9309673,43;9925745,51;10223423,32;13544003,50;11028057,18;13810164,35;
3026033;"Książ Wielkopolski (3)";9182218,01;9905326,51;10666035,78;12584457,36;13969550,60;15638797,71;15896753,89;19438666,65;19098505,02;22512659,13;
3026043;"Śrem (3)";71892790,09;75833211,19;82382479,11;90125106,14;98150351,73;105427600,71;121439929,70;121250135,83;129831610,53;134770817,14;
3027000;"Powiat turecki";155856111,97;163893724,62;165876848,02;183106964,74;202366668,75;200039300,49;207442866,15;246079562,87;238784032,25;274437666,23;
3027011;"Turek (1)";62139902,48;66415131,42;66574731,86;69956832,11;83282160,44;70911652,57;76393376,31;83213794,42;80257459,57;92867882,14;
3027022;"Brudzew (2)";15070926,69;17873358,28;17202102,16;16910550,67;16826673,81;18315773,60;19075563,49;19484958,04;19992105,96;24151382,52;
3027033;"Dobra (3)";7824139,79;9138438,08;8855793,45;13514556,09;10622031,81;13771263,85;12773942,76;19333115,36;13422765,49;15612414,82;
3027042;"Kawęczyn (2)";4090358,11;4775758,56;4895666,43;6092047,49;6240683,91;7429338,29;8010740,67;12090889,94;8791292,74;10598425,58;
3027052;"Malanów (2)";9890126,34;10195627,92;11351836,29;12907836,47;13992032,47;18642402,32;16333327,39;21641072,69;19949626,10;21592638,84;
3027062;"Przykona (2)";24149541,58;21341533,41;20233828,25;21440494,09;18432714,24;18524349,25;23260234,77;24228819,07;29466435,89;35098749,53;
3027073;"Tuliszków (3)";10081381,35;10099305,14;11000402,74;12564686,08;15222842,30;14374716,66;14495001,16;19994534,33;22737160,86;24320110,48;
3027082;"Turek (2)";12587654,54;13610409,81;14725743,64;17631934,09;24722645,25;20921673,01;20829233,55;25201841,80;28814268,08;30136893,41;
3027092;"Władysławów (2)";10022081,09;10444162,00;11036743,20;12088027,65;13024884,52;17148130,94;16271446,05;20890537,22;15352917,56;20059168,91;
